Empresa,Yhaguy,,,,,,,,,
,,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,ESTADO,SALDO,COSTO,MAYORISTA,DOLARES,MINORISTA,AUTOCENTRO
ZEN 0367,BENDIX ARRANQUE DE 9 DIENTES P94,REPUESTOS,COMPRA LOCAL,A,0,120000,165000,"43,421",247500,288750
ZEN 1.01.0057.0,PI�ON ARRANQUE SC 12 DIENTES ZEN,REPUESTOS,COMPRA LOCAL,A,0,188822,236028,0,354042,354042
ZEN 1.01.0105.0,BENDIX ARRANQUE M/N 9D.ZEN HNZ 105,REPUESTOS,RODAFUSO,A,0,"36784,545",56648,"14,907",84972,81105
ZEN 1.01.0133.0,EMBRAGUE ARRANQUE SC 112,REPUESTOS,COMPRA LOCAL,A,0,270800,484432,"127,482",726648,726648
ZEN 1.03.0405.0,TAPA ARRANQUE TRAS.ZEN,REPUESTOS,RODAFUSO,A,0,"54545,455",75000,"19,737",112500,53195
ZEN 1038,BENDIX ARRANQUE OM 904/906,REPUESTOS,COMPRA LOCAL,A,0,"77147,273",106077,"27,915",159116,0
ZEN 108,BENDIX ARRANQUE VW1000/FORD/GM,REPUESTOS,COMPRA LOCAL,A,0,"24292,727",33403,"8,79",50105,0
ZEN 2.04.0201.0,VENTILADOR ALTERNADOR 55 AMP. SC T112 ALUMINIO ZEN,REPUESTOS,COMPRA LOCAL,A,0,"33786,364",46456,"12,225",69684,65898
ZEN 2.04.0202.0,VENTILADOR ALTERNADOR 35 AMP. SC LATA ZEN,REPUESTOS,COMPRA LOCAL,A,0,"15929,545",21903,"5,764",32855,32855
ZEN 3112,TAPA ALTERNADOR DEL.55 AMP.ZEN,REPUESTOS,RODAFUSO,A,0,"78511,273",107953,"28,409",161930,161930
ZEN 3458,TAPA ALTERNADOR TRAS.MB 75AMP.,REPUESTOS,SACHS,A,0,57000,71250,0,106875,106875
ZEN 3947,TAPA ALTERNADOR TRAS.M/N 55 AMP.,REPUESTOS,COMPRA LOCAL,A,0,"62772,727",93200,0,139900,0
ZEN 985,BENDIX ARRANQUE 28MT MB 914 ELECTR.,REPUESTOS,COMPRA LOCAL,A,0,"189824,545",261009,"68,687",391514,0
ZEN HNZ1805,BENDIX ARRAN. MB O500,REPUESTOS,ZM,A,0,"129245,455",177712,"46,766",266568,0
ZF 0002.540.335,BUJE HORQUILLA EMBRAGUE  ZF GRANDE,REPUESTOS,ZF,A,0,"7272,727",10000,"2,632",15000,0
ZF 0012.540.235,BUJE HORQUILLA EMBRAGUE  ZF CHICO,REPUESTOS,ZF,A,0,"5454,545",7500,"1,974",11250,0
ZF 007.398.001,BOMBA DE ACEITE 366 MARCA Z-F,REPUESTOS,RODAFUSO,A,0,"863636,364",1187500,"312,5",1781250,1781250
ZF 0070.398.003,BOMBA DE ACEITE 364/364A  Z-F,REPUESTOS,ZF,A,0,"32657,284",0,0,1308750,0
ZF 0081.260.057,ROTOR BOMBA DIR.HIDRAULICA MB,REPUESTOS,ZF,A,0,"263636,364",362500,"95,395",543750,543750
ZF 0090.398.503,BOMBA DE ACEITE 352 MARCA Z-F,REPUESTOS,RODAFUSO,A,0,"818181,818",1125000,"296,053",1687500,1687500
ZF 0501.316.778,RETEN ENCASTRE 5� CAJA ZF-S5/42,REPUESTOS,ZF,A,0,"81818,182",112500,"29,605",168750,0
ZF 0501.396.579,SEGURO EJE DE MANDO ZF MEDIA LUNA,REPUESTOS,RODAFUSO,A,0,"121818,182",167500,"44,079",251250,225000
ZF 0501.397.145,CALCE EJE DE MANDO P/ ENCASTRE ZF 1620,REPUESTOS,ZF,A,0,"86363,636",118750,"31,25",178125,0
ZF 0501.397.148,"CALCE ENCASTRE 5,00",REPUESTOS,COMPRA LOCAL,A,0,"45454,545",62500,"16,447",93750,93750
ZF 0501.398.233,RODILLO EJE DE MANDO 1620/1621,REPUESTOS,ZF,A,0,150000,206250,"54,276",309375,0
ZF 0501.398.245,RULEMAN EJE PRINCIPAL ZF NUP-310,REPUESTOS,RODAFUSO,A,0,"354545,455",487500,"128,289",731250,375000
ZF 0501398461,ASIENTO RODILLO 5�ZF 1290.395.191,REPUESTOS,COMPRA LOCAL,A,0,"47272,727",65000,"17,105",97500,121875
ZF 0630.501.045,SEGURO CUERPO DESLIZANTE 2� GRANDE,REPUESTOS,ZF,A,0,"22727,273",31250,"8,224",46875,46875
ZF 0630.502.016,SEGURO ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"1818,182",2500,"0,658",3750,3750
ZF 0630.531.007,SEGURO ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"1818,182",2500,"0,658",3750,3750
ZF 0630.531.050,SEGURO CUERPO DESLIZANTE 1� 2�,REPUESTOS,COMPRA LOCAL,A,0,"7272,727",10000,"2,632",15000,15000
ZF 0634.300.302,RETEN P/CAJA ZF,REPUESTOS,SACHS,A,0,"6636,364",9125,"2,401",13688,0
ZF 0635.300.110,RODILLO CANASTA MARCHA ATR�S CHICO,REPUESTOS,ZF,A,0,"40909,091",56250,"14,803",84375,84375
ZF 0635.303.053,RODILLO ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"26363,636",36250,"9,539",54375,56250
ZF 0730.002.680,CALCE EJE DE MANDO ZF,REPUESTOS,COMPRA LOCAL,A,0,"7272,727",10000,"2,632",15000,15000
ZF 0730.002.906,ARANDELA ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"19090,909",26250,"6,908",39375,37500
ZF 0730.103.768,CALCE RULEMAN EJE DE MANDO ZF S5/680,REPUESTOS,COMPRA LOCAL,A,0,"109090,909",150000,"39,474",225000,0
ZF 0730.300.093,ARANDELA BULON HORQUILLA S5-680,REPUESTOS,ZF,A,0,"4545,455",6250,"1,645",9375,0
ZF 0732.040.417,RESORTE P/ PERNO SELECTOR DE CAMBIO,REPUESTOS,SACHS,A,0,"13636,364",18750,"4,934",28125,28125
ZF 0735.295.119,BUJE RODILLO EJE MANDO ZF 0735.295.119,REPUESTOS,SACHS,A,0,"89090,909",132300,0,198450,0
ZF 0735.320.499,RODILLO ENGRANAJE 4� ZF CAJA 6TA,REPUESTOS,COMPRA LOCAL,A,0,"168181,818",231250,"60,855",346875,346875
ZF 0735.320.501,RODILLO MARCHA ATRAS GRANDE,REPUESTOS,COMPRA LOCAL,A,0,120000,165000,"43,421",247500,140625
ZF 0735.320.837,RODILLO CANASTA 3� 4� Z.F. ZF,REPUESTOS,SACHS,A,0,"104545,455",143750,"37,829",215625,215625
ZF 0735.321.028,RODILLO 4ta P/CAJA 6ta N:74,REPUESTOS,COMPRA LOCAL,A,0,"90909,091",125000,"32,895",187500,187500
ZF 0735.371.372,RODILLO EJE DE MANDO CAJA ZF-S5/42,REPUESTOS,ZF,A,0,"99272,727",136500,"35,921",204750,0
ZF 1238.304.520,CONJ.SINC.3�4� ZF SOLO,REPUESTOS,CINPAL,A,0,"402727,273",553800,"145,724",830600,0
ZF 1238.307.411,GUARDAPOLVO ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"22727,273",31250,"8,224",46875,46875
ZF 1250.198.400,DADITO SINCRONIZADOR ZF,REPUESTOS,COMPRA LOCAL,A,0,"252727,273",347500,"91,447",521250,521250
ZF 1262.304.050,ANILLO SINCRONIZADOR ZF 5� ZF 5S-680,REPUESTOS,SACHS,A,0,"366363,636",523900,"137,868",785850,806250
ZF 1290.198.406,DADITO SINCRONIZADOR ZF COMPLETO S6 680,REPUESTOS,ZF,A,0,150000,214500,"56,447",321750,0
ZF 1290.295.027,ENGRANAJE 5� ZF 43 DIENTES,REPUESTOS,SACHS,A,0,"455693,636",626579,"164,889",939869,778125
ZF 1290.298.864,JUNTA CAJA ZF S 5-680,REPUESTOS,SACHS,A,0,"20909,091",28750,"7,566",43125,0
ZF 1290.304.143,ANILLO DESLIZANTE 5� ZF,REPUESTOS,COMPRA LOCAL,A,0,"268181,818",383500,"100,921",575250,525000
ZF 1290.304.343,CONJ.SINC. 5� ZF SOLO 1290.304.343,REPUESTOS,RODAFUSO,A,0,"280909,091",386250,"101,645",579375,487500
ZF 1290.304.383,ANILLO DESLIZANTE 1�2�,REPUESTOS,RODAFUSO,A,0,"318181,818",437500,"115,132",656250,468750
ZF 1290.304.473,ANILLO SINCRONIZADOR ZF 3�4�,REPUESTOS,SACHS,A,0,"236363,636",338000,"88,947",507000,543750
ZF 1290.304.474,ANILLO SINC. 5� ZF SOLO 1290.304.474,REPUESTOS,ZF,A,0,"280909,091",386250,"101,645",579375,0
ZF 1290.304.624,ENGRANAJE 2� ZF,REPUESTOS,ZF,A,0,"329663,636",453288,"119,286",679932,0
ZF 1290.305.029,ENGRANAJE ATRAS ZF,REPUESTOS,RODAFUSO,A,0,"318181,818",437500,"115,132",656250,656250
ZF 1290.306.084,TAPON  ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"11818,182",16250,"4,276",24375,24375
ZF 1290.306.085,PISTON ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"34171,95",25000,"6,579",37500,37500
ZF 1290.306.207,BULON HORQUILLA CAJA S5-680,REPUESTOS,ZF,A,0,100000,137500,"36,184",206250,0
ZF 1290.306.366,TAPON  ZF CAJA S6-680,REPUESTOS,SACHS,A,0,"18181,818",25000,"6,579",37500,33750
ZF 1290.395.001,EJE PRINCIPAL ZF S-5-680 1�SERIE,REPUESTOS,CINPAL,A,0,"729261,818",1002735,"263,878",1504103,0
ZF 1290.395.013,ENCASTRE 2� ZF 1290.395.013,REPUESTOS,RODAFUSO,A,0,"211907,273",291372,"76,677",437058,337500
ZF 1290.395.021,ENCASTRE 3�4� M/N ZF,REPUESTOS,SACHS,A,0,"190909,091",273000,"71,842",409500,328125
ZF 1290.395.022,ENCASTRE 5� ZF P/CAJA S5-680 1�SERIE 1290.395.022,REPUESTOS,RODAFUSO,A,0,"177272,727",253500,"66,711",380250,0
ZF 1290.395.032,ASIENTO RODILLO MARCHA ATRAS ZF S5/S6 680,REPUESTOS,ZF,A,0,"313636,364",431250,"113,487",646875,646875
ZF 1290.395.033,TAPA CAJA Z.F.1290.395.033,REPUESTOS,SACHS,A,0,"77272,727",106250,"27,961",159375,159375
ZF 1290.395.034,ENGRANAJE MARCHA ATRAS GRANDE ZF,REPUESTOS,ZF,A,0,"311077,273",427731,"112,561",641597,712500
ZF 1290.395.040,EJE CAMBIO DE MARCHAS ZF CON ESTRIA CORTO,REPUESTOS,SACHS,A,0,"90909,091",130000,"34,211",195000,225000
ZF 1290.395.048,EJE CUADRUPLE  ZF S5-680 1ra.Serie,REPUESTOS,RODAFUSO,A,0,"610895,455",839981,"221,048",1259972,0
ZF 1290.395.049,ENGRANAJE 3� ZF ABAJO 1� SERIE,REPUESTOS,CINPAL,A,0,"243788,182",335209,"88,213",502814,0
ZF 1290.395.089,PRESIONADOR  ZF,REPUESTOS,SACHS,A,0,"54545,455",75000,"19,737",112500,112500
ZF 1290.395.134,ENCASTRE 5� ZF P/CAJA S6-680 1290.395.134,REPUESTOS,RODAFUSO,A,0,"243636,364",348400,"91,684",522600,328125
ZF 1290.395.185,ENGRANAJE 2� ZF,REPUESTOS,RODAFUSO,A,0,"329663,636",453288,"119,286",679932,1153125
ZF 1290.395.187,ENGRANAJE 3� ZF ABAJO 2da.SERIE,REPUESTOS,RODAFUSO,A,0,"540909,091",773500,"203,553",1160250,750000
ZF 1290.395.188,ENGRANAJE 3� ARRIBA 29 D.,REPUESTOS,COMPRA LOCAL,A,0,"513636,364",706250,"185,855",1059375,796875
ZF 1290.395.190,ENGRANAJE 4� ZF ARRIBA,REPUESTOS,COMPRA LOCAL,A,0,"409090,909",585000,"153,947",877500,448469
ZF 1290.395.191,ASIENTO RODILLO 4�ZF 1290.395.191,REPUESTOS,RODAFUSO,A,0,"181993,636",250241,"65,853",375362,373125
ZF 1290.395.192,EJE PRINCIPAL ZF S-5-680 2 SERIE,REPUESTOS,SACHS,A,0,"1172727,273",1677000,"441,316",2515500,0
ZF 1290.395.193,ANILLO DESLIZANTE 3�4� ZF,REPUESTOS,SACHS,A,0,"331818,182",474500,"124,868",711750,496875
ZF 1290.395.195,EJE DE MANDO ZF S-680,REPUESTOS,SACHS,A,0,"727272,727",1000000,"263,158",1500000,1462500
ZF 1290.395.197,ENGRANAJE 5� ABAJO CAJA 5-680,REPUESTOS,COMPRA LOCAL,A,0,"618181,818",850000,"223,684",1275000,975000
ZF 1290.395.200,ENGRANAJE 4� ZF ABAJO S5-680,REPUESTOS,SACHS,A,0,"495454,545",708500,"186,447",1062750,843750
ZF 1290.395.210,ENGRANAJE 4� ZF ARRIBA CAJA 6TA,REPUESTOS,SACHS,A,0,"345454,545",475000,125,712500,712500
ZF 1290.395.211,ENGRANAJE 4� ZF ABAJO CAJA 6TA,REPUESTOS,SACHS,A,0,"345454,545",475000,125,712500,712500
ZF 1290.395.215,ENGRANAJE 4� 5� ZF CAJA 6TA,REPUESTOS,SACHS,A,0,"209090,909",287500,"75,658",431250,356250
ZF 1290.395.216,EJE PRINCIPAL P/ CAJA ZF 6�,REPUESTOS,ZF,A,0,"1363636,364",1875000,"493,421",2812500,0
ZF 1290.395.219,TAPON ARBOL DE LEVA ZF,REPUESTOS,RODAFUSO,A,0,"7272,727",10000,"2,632",15000,28125
ZF 1290.395.314,EJE DE MANDO ZF S5 680,REPUESTOS,ZF,A,0,"904545,455",1243750,"327,303",1865625,0
ZF 1290.395.315,GUIA PALANCA CAMBIO ZF,REPUESTOS,SACHS,A,0,"145454,545",200000,"52,632",300000,300000
ZF 1290.395.318,EJE DE MANDO ZF 1ra.SERIE,REPUESTOS,RODAFUSO,A,0,"485066,364",666966,"175,517",1000449,0
ZF 1290.395.332,ANILLO SINCRONIZADOR ZF 1�2� S6-80/90 ZF,REPUESTOS,SACHS,A,0,"527272,727",725000,"190,789",1087500,937500
ZF 1290.395.334,EJE CUADRUPLE ZF OF1721/1620/1218,REPUESTOS,ZF,A,0,"1436363,636",1975000,"519,737",2962500,0
ZF 1290.395.369,ENGRANAJE 1� ZF M/N ORIG.,REPUESTOS,SACHS,A,0,"963636,364",1325000,"348,684",1987500,1781250
ZF 1290.395.384,ENGRANAJE 4ta. ARRIBA,REPUESTOS,ZF,A,0,"532727,273",806250,"212,171",1209375,0
ZF 1290.395.385,ENGRANAJE 4� ZF ABAJO S5-680,REPUESTOS,ZF,A,0,"613636,364",877500,0,1316250,0
ZF 1290.395.465,EJE CUADRUPLE  ZF S5-680 2da.SERIE,REPUESTOS,ZF,A,0,1000000,1375000,"361,842",2062500,0
ZF 1290.405.331,HORQUILLA CAMBIO ZF 3� 4�,REPUESTOS,COMPRA LOCAL,A,0,"209090,909",287500,0,431250,431250
ZF 1307.202.116,RULEMAN EJE DE MANDO CAJA ZF-S5/42,REPUESTOS,ZF,A,0,"290909,091",400000,"105,263",600000,0
ZF 1307.202.163,EJE MANDO ZF OM-914C CAJA ZF-S5/42,REPUESTOS,RODAFUSO,A,0,"1290909,091",1775000,"467,105",2662500,0
ZF 1307.204.275,RULEMAN EJE ACANALADO CAJA ZF-S5/42,REPUESTOS,ZF,A,0,"518181,818",712500,"187,5",1068750,0
ZF 1307.304.168,CUERPO SINCRONIZADOR 3�4� CAJA ZF-S5/42,REPUESTOS,ZF,A,0,"643636,364",885000,"232,895",1327500,0
ZF 1307.304.182,ANILLO SINCRONIZADOR 5� CAJA ZF-S5/42,REPUESTOS,ZF,A,0,"186363,636",256250,"67,434",384375,0
ZF 1307.304.643,ANILLO SINCRONIZADOR 3� 4� CAJA ZF-S5/42,REPUESTOS,ZF,A,0,300000,412500,"108,553",618750,0
ZF 1307.304.669,ANILLO DESLIZANTE 3�4� CAJA ZF-S5/42,REPUESTOS,ZF,A,0,400000,550000,"144,737",825000,0
ZF 1307.395.014,EJE ACANALADO ZF-S5/42,REPUESTOS,ZF,A,0,"1631818,182",2243750,"590,461",3365625,0
ZF 1313.207.003,TRINCHETE TAPA CAJA  ZF,REPUESTOS,RODAFUSO,A,0,"154545,455",212500,"55,921",318750,318750
ZF 376.077.0112,ENGRENAJE BOMBA INYECTORA 366,REPUESTOS,COMPRA LOCAL,A,0,"209090,909",287500,"75,658",431250,431250
ZF 7673.955.125,BOMBA DE DIR.HIDRAULICA Z-F,REPUESTOS,RODAFUSO,A,0,"1225454,545",1711960,"450,516",2567940,2209734
ZF 7674.955.284,BOMBA DIRECC.HIDRAULICA P93,REPUESTOS,COMPRA LOCAL,A,0,"1227272,727",1856250,"488,487",2784375,2784375
ZF 7677.955.106,BOMBA DIR.HIDR.SC112/113  ZF255028,REPUESTOS,ZF,A,0,"1818181,818",2500000,"657,895",3750000,0
ZF 7692.900.510,BOMBA DE DIR.HIDRAULICA Z-F,REPUESTOS,RODAFUSO,A,0,"1027272,727",1412500,"371,711",2118750,0
ZF 8097.698.226,REPARO SIN FIN HIDR.MB/SC112/VOLVO N-10 ZF,REPUESTOS,RODAFUSO,A,0,"152710,156",0,0,229065,163636
ZF 95.57.0188,ANILLO BIPARTIDO EJE DE MANDO ZF 7.50mm,REPUESTOS,COMPRA LOCAL,A,0,"80119,113",0,0,206250,0
ZLF-4E11,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,"18181,818",0,0,35000,35000
ZM 1-407,AUTOMATICO AUX.DELCO REMY 38MT 12V OM904,REPUESTOS,ZM,A,0,"57237,273",78701,"20,711",118052,0
ZM 1600601,ARANDELA LISA P/1313 M22,REPUESTOS,ZM,A,0,"1569,091",2416,"0,636",3624,0
ZM 1600602,ARANDELA LISA P/1113 M20,REPUESTOS,ZM,A,0,"1506,364",2320,"0,611",3480,0
ZM 1600603,ARANDELA LISA 709/812,REPUESTOS,COMPRA LOCAL,A,0,"1846,364",2539,"0,668",3809,0
ZM 1600604,ARANDELA LISA 608/708,REPUESTOS,ZM,A,0,"1127,273",1587,"0,418",2381,2381
ZM 1600701,ARANDELA DE PRESION P/1313 M22,REPUESTOS,ZM,A,0,"1569,091",2416,"0,636",3624,2016
ZM 1600703,ARANDELA DE PRESION P/ 709,REPUESTOS,ZM,A,0,"941,818",1450,"0,382",2175,0
ZM 1600704,ARANDELA DE PRESION P/ 608,REPUESTOS,ZM,A,0,"477,273",672,"0,177",1008,1008
ZM 1639,AUTOMATICO ARRANQUE 24V OM904,REPUESTOS,ZM,A,0,"92318,182",126937,"33,404",190406,0
ZM 1818,AUTOMATICO ARRANQUE MB 24V 904 ELECTR.,REPUESTOS,ZM,A,0,"141239,091",201972,"53,151",302958,0
ZM 2-409,AUXILIAR ARRANQUE 24V MB 715/904/914,REPUESTOS,ZM,A,0,"65911,818",90629,"23,85",135944,0
ZM 2401,AUXILIAR ARRANQUE 24V,REPUESTOS,ZM,A,0,47080,64735,"17,036",97103,0
ZM 2818,AUTOMATICO ARRANQUE 24V SIST. DELCO MB 710/812/1215,REPUESTOS,ZM,A,0,"147516,364",210948,"55,513",316422,0
ZM 2897,AUTOMATICO ARRANQUE VOLVO FH,REPUESTOS,ZM,A,0,"147516,364",202835,"53,378",304253,0
ZM 2901410,TUERCA PRIS.RUEDA 608 ZM,REPUESTOS,ZM,A,0,"656,545",985,"0,259",1478,0
ZM 2901801,TUERCA PRIS.RUEDA 709/912/914,REPUESTOS,ZM,A,0,"1939,091",2666,"0,702",3999,3149
ZM 2901802,TUERCA PRIS.RUEDA 709/912/914 C/CAPUCH�N,REPUESTOS,ZM,A,0,"5021,818",6905,"1,817",10358,7745
ZM 2902001,"TUERCA PRIS.RUEDA 1113  ALTA 20"" LLAVE 27",REPUESTOS,ZM,A,0,"3139,091",4316,"1,136",6474,4532
ZM 2902002,TUERCA ALTA 1113 30MM,REPUESTOS,ZM,A,0,"2327,273",3277,"0,862",4916,4916
ZM 2902005,"TUERCA PRIS.RUEDA MB 20"" C/ARANDELA FORD CARGO 30MM",REPUESTOS,ZM,A,0,"4578,982",6296,"1,657",9444,0
ZM 2902009,TUERCA PRIS. RUEDA 1113 20X27,REPUESTOS,COMPRA LOCAL,A,0,"2727,273",3750,"0,987",5625,0
ZM 2902010,TUERCA PRISIONERO RUEDA CARRETA RANDON R/GRUESA,REPUESTOS,COMPRA LOCAL,A,0,"9600,11",0,0,"4096,023",0
ZM 29022-04,"TUERCA PRIS.RUEDA M/N ALTO M22-1,5 X 32 H33",REPUESTOS,SACHS,A,0,5650,8701,"2,29",13052,8564
ZM 2902201,TUERCA PRIS RUEDA 1313 27mm,REPUESTOS,ZM,A,0,"2089,01",4155,"1,093",6233,4032
ZM 2902202,TUERCA 1313 22-1.5 X 30MM,REPUESTOS,ZM,A,0,"2327,273",3277,"0,862",4916,4916
ZM 2902203,"TUERCA PRIS.RUEDA M/N BAJO M22-1,5 X 32 H27",REPUESTOS,COMPRA LOCAL,A,0,"5727,273",7875,"2,072",11813,0
ZM 291,AUXILIAR ARRANQUE 24V SC 124,REPUESTOS,ZM,A,0,"74408,182",102311,"26,924",153467,0
ZM 2930402,TUERCA 3/4 ROSCA DERECHA ZM,REPUESTOS,ZM,A,0,"4394,545",6043,"1,59",9065,0
ZM 2978001,TUERCA PRIS.RUEDA SCK112 DEL/TRA. ZM,REPUESTOS,ZM,A,0,"5723,727",7870,"2,071",11805,9956
ZM 3-407,AUTOMATICO AUX.DELCO REMY 29MT 12V,REPUESTOS,ZM,A,0,"62960,909",86571,"22,782",129857,0
ZM 3201280,PRISIONERO PALIER (SOLO) 1113/2213,REPUESTOS,ZM,A,0,"1127,273",1587,"0,418",2381,2381
ZM 3500118,CRUCETA CARDAN PICUDO 41 mm ZM,REPUESTOS,ZM,A,0,"91020,909",130160,"34,253",195240,136476
ZM 3500125,CRUCETA CARDAN P93/P94,REPUESTOS,ZM,A,0,"127944,942",175924,"46,296",263886,0
ZM 3500143,CRUCETA CARDAN SC113 65mm,REPUESTOS,ZM,A,0,"395468,182",565519,"148,821",848279,0
ZM 3500204,CRUCETA CARDAN 1113 38mm ZM,REPUESTOS,MEC-PAR,A,0,51850,76997,"20,262",115496,0
ZM 3500206,CRUCETA CARDAN 1620 42mm,REPUESTOS,ZM,A,0,"56495,455",77681,"20,442",116522,0
ZM 3500600,CRUCETA CARDAN 366/FORD CARGO 48.5mm MB,REPUESTOS,ZM,A,0,101550,139631,"36,745",209447,0
ZM 3639,AUTOMATICO ARRANQUE SC124 SERIES P/R/T,REPUESTOS,ZM,A,0,"144377,273",198519,"52,242",297779,0
ZM 369,AUTOMATICO ARRANQUE MB 1632/1938 DELCO,REPUESTOS,ZM,A,0,"200330,909",275455,"72,488",413183,0
ZM 40.012.80,PRISIONERO PALIER COMPLETO 1113 12X12X57,REPUESTOS,ZM,A,0,"3766,364",5800,"1,526",8700,6050
ZM 40.018.11,"PRISIONERO RUEDA TRAS.709 18X70 1,5 27""",REPUESTOS,ZM,A,0,"8474,545",13051,"3,434",19577,0
ZM 4001010,PRISIONERO CARDAN M/V 10X30,REPUESTOS,ZM,A,0,"1255,455",1933,"0,509",2900,2496
ZM 4001290,PRISIONERO PALIER COMPLETO SC,REPUESTOS,ZM,A,0,"6151,818",9474,"2,493",14211,8832
ZM 4001410,PRISIONERO DELANTERO 608/708 14X51,REPUESTOS,ZM,A,0,"4178,017",6267,"1,649",9401,9465
ZM 4001411,PRISIONERO RUEDA TRAS 608 M14X57,REPUESTOS,ZM,A,0,"5539,091",7616,"2,004",11424,0
ZM 4001412,PRISIONERO RUEDA TRAS 608/708 14X75 ZM,REPUESTOS,COMPRA LOCAL,A,0,6046,0,0,"11336,932",0
ZM 40018-20,PRISIONERO CARRETA C/TUERCA ZM,REPUESTOS,ZM,A,0,7800,12012,"3,161",18018,12729
ZM 4001801,PRISIONERO RUEDA DEL 709/812/912 18X60 ZM,REPUESTOS,ZM,A,0,"7532,727",11600,"3,053",17400,0
ZM 4001802,PRISIONERO RUEDA TRAS.709/812/912 18X65,REPUESTOS,ZM,A,0,"7385,455",10155,"2,672",15233,12893
ZM 4001803,PRISIONERO TRASERO 709/712/812/912 18X75,REPUESTOS,ZM,A,0,"6445,455",9075,"2,388",13613,13613
ZM 4001804,PRISIONERO RUEDA TRAS.709 18X75 CAPUCHON ZM,REPUESTOS,ZM,A,0,"7532,727",10358,"2,726",15537,16593
ZM 4001805,PRISIONERO RUEDA C/ CAPUCHON DEL. 709/712/812/912,REPUESTOS,ZM,A,0,"7532,727",10358,"2,726",15537,0
ZM 4001812,PRISIONERO RUEDA TRAS. OSCILANTE 18X80,REPUESTOS,ZM,A,0,"8309,091",11425,"3,007",17138,0
ZM 4002001,PRISIONERO RUEDA DEL.1113 ZM 20X70,REPUESTOS,ZM,A,0,"10043,636",15467,"4,07",23201,16922
ZM 4002003,PRISIONERO RUEDA TRAS.1113 20X80,REPUESTOS,ZM,A,0,"7759,173",11639,"3,063",17459,0
ZM 4002022,PRISIONERO RUEDA TRAS. 20X80,REPUESTOS,ZM,A,0,"11693,636",16079,"4,231",24119,18296
ZM 40022-16,PRISIONERO RUEDA TRAS.M/N 22X98 ZM,REPUESTOS,SACHS,A,0,"12363,636",17000,"4,474",25500,25500
ZM 4002201,PRISIONERO RUEDA DELANTERO 1313/1513/1519 22X70 27MM,REPUESTOS,ZF,A,0,"8788,182",12084,"3,18",18126,15126
ZM 4002206,PRISIONERO RUEDA TRAS.1313/1519/1513 22X90 COMPLETO 27MM,REPUESTOS,ZM,A,0,"8176,976",12265,"3,228",18398,18617
ZM 4002207,PRISIONERO RUEDA TRAS.1313 22X90 COMPLETO ZM,REPUESTOS,ZM,A,0,"9730,336",13379,"3,521",20069,19776
ZM 4002213,PRISIONERO RUEDA TRAS.1313/1513 22X120 COMPLETO TUERCA 27mm,REPUESTOS,ZM,A,0,13540,18618,"4,899",27927,0
ZM 4002216,PRISIONERO RUEDA TRAS M/N 22X100 ZM,REPUESTOS,COMPRA LOCAL,A,0,"99794,708",0,0,28125,0
ZM 4002219,PRISIONERO RUEDA TRAS.1313 22X110 COMPLETO TUERCA 27mm,REPUESTOS,ZM,A,0,"11612,727",17884,"4,706",26826,24338
ZM 4002225,PRISIONERO TRAS. M/N 22X1 5X98,REPUESTOS,ZM,A,0,"12587,273",17307,"4,554",25961,0
ZM 4002229,PRISIONERO RUEDA DEL M/N 22X78 TUERCA ALTA,REPUESTOS,ZM,A,0,"11612,727",17884,"4,706",26826,18432
ZM 4002241,PRISIONERO RUEDA CARRETA C/ESTRIA 22X77,REPUESTOS,COMPRA LOCAL,A,0,"14545,455",0,0,21750,0
ZM 401,AUXILIAR ARRANQUE 12V,REPUESTOS,ZM,A,0,"46765,455",64302,"16,922",96453,64707
ZM 4030402,PRISIONERO 20X70,REPUESTOS,ZM,A,0,"13814,539",18995,"4,999",28493,27072
ZM 4030411,PRISIONERO 20X60,REPUESTOS,ZM,A,0,"4237,71",6357,"1,673",9536,13056
ZM 4030412,PRISIONERO RUEDA DEL F600/7000 3/4X2.1/4X2 22X60,REPUESTOS,ZM,A,0,"8160,909",11221,"2,953",16832,0
ZM 4030422,PRISIONERO DEL. DER. 3/4X2.11/16X2.3 20X60,REPUESTOS,ZM,A,0,"8000,909",11001,"2,895",16502,18254
ZM 4070803,PRISIONERO RUEDA TRAS.VOLVO NL12,REPUESTOS,Sin Marca,A,0,"10504,735",15757,"4,147",23636,0
ZM 4078001,PRISIONERO RUEDA DEL.SC112/113 / A DISCO 97 cm.,REPUESTOS,ZM,A,0,"11299,091",17401,"4,579",26102,21905
ZM 4078002,PRISIONERO RUEDA DEL.SC 33MM,REPUESTOS,ZM,A,0,"11299,091",17401,"4,579",26102,19392
ZM 4078003,PRISIONERO RUEDA TRAS.SC 112/3 C/TUERCA  8X97X33MM,REPUESTOS,ZM,A,0,"11299,091",17401,"4,579",26102,19584
