Empresa,Yhaguy Repuestos,
,,
CODIGO,POSITIVO,NEGATIVO
CIP 813221,1,0
AMA 358 E,0,-5
SC-2029,1,0
MB-1567,0,-1
BOE 6154,2,0
MOM S242,2,0
BOE 1910,1,0
SUP 88.30.007,0,-1
BOE 7800,2,0
CON-01,0,-2
SUP 88.30.035,2,0
BOE 6452,0,-2
MB-3669,20,0
CONS 013,0,-43
ABRO AS560,0,-3
ABRO VS90,0,-2
SPA 0750343NR,0,-4
ABRO LW900,0,-1
ABRO 6620NGO,0,-1
CONS 556,0,-27
CONS 2820,0,-52
CONS 1551,0,-138
CONS 166,0,-69
SPA 03775,0,-1
SPA 03779AN,0,-1
SPA 037879IT03,0,-1
SPA 037879IT02,0,-1
SPA 037879OP02,0,-2
ABRO FC577,0,-3
ABRO DI502,0,-1
ARE 15963,0,-5
ARE 29841,0,-2
ARE 29842,0,-2
SPA 03780AN,0,-1
SPA 03788BRI,0,-2
SPA 03788BT01,0,-2
ABRO EC502-32,0,-1
ABRO EC503-32,1,0
ABRO HR237,0,-1
SIL 830,0,-1
ABRO PA312,0,-2
ABRO CT210,0,-2
SPA 015R368MSN,0,-1
SPA 015R215CLN,0,-1
SIN 2131.24.206,1,0
LIN LONG,1,0
JKC,2,0
ANNAITE,2,0
FIRESTONE,1,0
LIN LONG,1,0
TOYOMA 17565R14,1,0
COF 45058,5,0
COF 45036,1,0
COF 45049,7,0
COF 45062,4,0
KS 50.010.064,1,0
KS 50.011.578,8,0
DUN 235/75R15,1,0
1T19F11,1,0
HEL AG70PD,1,0
330200055,4,0
340320112,20,0
RHO-6613,2,0
SC-1668,16,0
MB-2153,7,0
SC-352,1,0
KS 78.745.600,1,0
LING 900X20,4,0
KS 88.568.810,8,0
C-9113 STD,2,0
INC 01.01.1760,4,0
C-443,3,0
SC-190,2,0
INC 01.35.0460,2,0
INC 01.35.0480,2,0
INC 01.35.0490,3,0
INC 01.35.0440,5,0
SC-788,2,0
KS 87.841.640,1,0
COF BBC-0201,7,0
KS   87.841.620,1,0
KS 86.009.604,1,0
COF BBC-0204,16,0
"MET BC-275 0,25",5,0
FM 6-61915,2,0
"MET BB-735 J0,10",2,0
SC-1519,1,0
CON 8PK1475,1,0
500081420,5,0
LING,8,0
TJ-0400-4,1,0
TRA 44130/120,2,0
DURABLE 11.00-22,4,0
BOE 5314,11,0
BOE 4622,13,0
BOE 4618,12,0
BOE 4614,7,0
BOE 4613,7,0
BOE 4621,12,0
BOE 4617,12,0
ER1005,2,0
LINCH 1296 L/D,1,0
COB-0133T ,8,0
L-509 XX,4,0
THE-TH134 X ,80,0
THE-TH134,107,0
THE TH164 ,109,0
THE TH164 XX,132,0
FRI BB-7177-3X,8,0
FRA 4515 ,4,0
TH 179 XX,6,0
LUB PH2835,1,0
Sin código,1,0
Sin código,1,0
Sin código,4,0
Sin código,1,0
L2020FN,1,0
Sin código,6,0
FIR 265/70R16,8,0
20102,2,0
AIR 3897,1,0
HAN 275/70R16,6,0
SC-684,4,0
KNO K14700001,2,0
K-9093 STD,6,0
KUM 205/60R16,12,0
DUR-8020,2,0
MOG 250-1,19,0
FLEX10108,1,0
SC-171,2,0
MB-1414,3,0
KS 92.581.600,6,0
MAH E48510 STD,113,0
SAC 3082 654 358,4,0
UNI 233/4,1,0
ZM 4001280,45,0
925.430.036.0,1,0
PT-RV22697/P,1,0
RC-CP10068-PT,1,0
RV 12041,1,0
RV-28361,1,0
RV-19335,1,0
BEP 050N,1,0
GAU GA-225,1,0
DNI 0102,1,0
MIL 0040,5,0
191201104,1,0
FSC-SCFO-161,1,0
82036491,1,0
SAC 3151 272 631,4,0
M0865,1,0
VOL 20508011,2,0
INC 01.01.0205,5,0
INC 01.01.0201,24,0
INC 01.01.0345,25,0
INC 01.01.0344,35,0
INC 01.01.0204,40,0
INC 01.01.0346,45,0
INC 01.01.0342,50,0
FIR 1R1C-390-310,2,0
TOMTO034,2,0
BEP 1193I,1,0
TRIN TR-5050,7,0
Sin código,4,0
360200003,8,0
MB-5635,10,0
SC-757,1,0
TRA 44720/112,1,0
TRA 44852/113,1,0
TRA  44852/119,1,0
TRA 44852/121,1,0
TRA 44852/124,1,0
TRA 44851/127,1,0
TRA 44831/113,1,0
TRA 44833/132,3,0
YUM 04.01.001,1,0
1932144,1,0
GOOD 265/70R16,11,0
YOK 195/55R16,1,0
