Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
SAC 3100.002.255,RULEMAN COJIN.457-OM LA 430mm. 3377,REPUESTOS,SACHS,MERCEDES BENZ,OM 457,EMBRAGUES,PESADA,0,0
SAC 3151.182.031,RULEMAN COJIN.OM-447 DISCO DOBLE 380mm 3338,REPUESTOS,SACHS,MERCEDES BENZ,OM 457,EMBRAGUES,PESADA,0,0
SAC 315102,AMORTIGUADOR DEL.SC CAMION REFORZADO S4/5 P94,REPUESTOS,SACHS,SCANIA,113,SYD,PESADA,0,0
SAC 314970,AMORTIGUADOR TRAS.SC124/SERIE 5  P94,REPUESTOS,SACHS,SCANIA,124,SYD,PESADA,0,0
SAC 3151.205.202,RULEMAN COJI.SC  P94 C/ TOMA DE FUERZA,REPUESTOS,SACHS,SCANIA,P94,EMBRAGUES,PESADA,0,0
SAC 314974,AMORTIGUADOR DEL.VOLVO,REPUESTOS,SACHS,VOLVO,V8,SYD,PESADA,0,0
SAC 3100.026.433,RULEMAN COJIN.VOLVO NL340 3356,REPUESTOS,SACHS,VOLVO,NL 340,EMBRAGUES,PESADA,0,0
SIE 350050003R,RELOJ PRESION ACEITE TURBO NL10/12 93/97,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,ELE,PESADA,0,0
SIE 445010001F,RELOJ TACOGRAFO DIGITAL SC SERIE 5,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,ELE,PESADA,0,0
WAB 472.170.600.0,VALVULA SOLENOIDE OM 904 MB1935/1941,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 640.175.922.2,REPARO MORDAZA CON PERNOS PARCIAL DEL/TRAS OM 904,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 640.175.942.2,REPARO MORDAZA COMPLETO DEL/TRAS OM 904,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 970.150.001.0,SERV0 EMBRAGUE MB ACTROS 2546/2646/2655/4844,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 441.036.000.0,VALVULA 3 Y 2 VIAS DE ACCIONAMIENTO REDU MB 1938 ZF,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 432.416.004.0,FILTRO SECADOR DE AIRE IVECO CON BASE (APU),REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 932.500.104.0,UNIDAD COMPLETA DE PROCESAMIENTO DE AIRE APU IVECO,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 932.510.954.2,REPARO SECADOR AIRE EAPU SERIE 5 (RETENCION),REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 472.195.018.0,VALVULA MODULADORA ABS 24V SC/VOLVO ELECTRONICO,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 884.503.503.2,REPARO MORDAZA GUARDAPOLVO PARCIAL DEL/TRAS OM 904,REPUESTOS,WABCO,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
WAB 411.151.926.2,"REPARO COMP. PISTON,BRAZO  BIELA OM 904 COMPLETO",REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
WAB 884.503.509.2,REPARO PEDAL AIRE M/N ORIG. (ANTES 42/03),REPUESTOS,WABCO,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
WAB 411.151.921.2,REPARO TAPA COMPRESOR MB 914/915C OM904/6 ESPECIAL,REPUESTOS,WABCO,MERCEDES BENZ,OM 904,MOTOR,PESADA,0,0
WAB 970.051.445.0,SERVO EMBRAGUE MB O500 RSD,REPUESTOS,WABCO,SCANIA,112,FRENOS,PESADA,0,0
WAB 970.051.186.0,SERVO EMBR.M/N 1318,REPUESTOS,WABCO,SCANIA,113,FRENOS,PESADA,0,0
WAB 932.510.955.2,VALVULA DE SEGURIDAD EAPU SC SERIE 5,REPUESTOS,WABCO,SCANIA,SERIE 5,FRENOS,PESADA,0,0
WAB 932.510.956.2,SECADOR DE AIRE APS SCANIA SERIE 5 C/FILTRO,REPUESTOS,WABCO,SCANIA,SERIE 5,FRENOS,PESADA,0,0
WAB 932.510.957.2,REPARO SECADOR DE AIRE Y PROTEC. EAPU SCANIA,REPUESTOS,WABCO,SCANIA,SERIE 5,FRENOS,PESADA,0,0
WAB 932.510.953.2,REPARO VALVULA SECADOR APU SC SERIE 5,REPUESTOS,WABCO,SCANIA,SERIE 5,FRENOS,PESADA,0,0
WAB 441.050.100.0,VALVULA DE NIVELAMIENTO ECAS SC124 SERIE 5,REPUESTOS,WABCO,SCANIA,SERIE 5,SUSPENSION,PESADA,0,0
WAB 411.151.800.2,TAPA COMPRESOR OM 904 914/1620 ELEC. ALTO,REPUESTOS,WABCO,SCANIA,OM 904,MOTOR,PESADA,0,0
WAB 423.105.432.0,PULMON DE FRENO DELANTERO OM 904 MB 1620/1721,REPUESTOS,WABCO,MULTIPLES,VARIOS,FRENOS,PESADA,0,0
WAB 432.425.105.0,SECADOR DE AIRE ELECTRONICO E-CAD VOLVO FH 13,REPUESTOS,WABCO,VOLVO,FH12,FRENOS,PESADA,0,0
NAK HG-30970,AMORTIGUADOR DEL (I/D) GM CORSA PICK-UP 1.8 8V(95>),REPUESTOS,NAKATA,GM,1.0/1.4,AMORTIGUADORES,LIVIANA,0,0
NAK HG-37001,AMORTIGUADOR DEL (I/D) 4X2 MB SPRINTER 310/311/312/313,REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-33012,AMORTIGUADOR DEL (I) PEUGEOT 206,REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-33022,AMORTIGUADOR DEL (I/D) FIAT STILO (02>),REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-33013,AMORTIGUADOR DEL (D) PEUGEOT 206,REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-33073,AMORTIGUADOR DEL (D) FIAT PALIO (11>),REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-33074,AMORTIGUADOR DEL (I) FIAT PALIO (11>),REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-36055,AMORTIGUADOR DEL (D/I) FORD F4000 / TRAS F350,REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-31187,AMORTIGUADOR DEL (I/D) FIAT ESTRADA (00 >) (GAS),REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-31208,AMORTIGUADOR TRAS (I/D) PALIO (12>) (GAS),REPUESTOS,NAKATA,GM,S10,AMORTIGUADORES,LIVIANA,0,0
NAK HG-19217,AMORTIGUADOR NAKATA,REPUESTOS,NAKATA,Sin Color,VARIOS,AMORTIGUADORES,LIVIANA,0,0
NAK HG-33009,"AMORTIGUADOR DEL (I/D) AUDI AB/VW BORA, GOLF (08>)",REPUESTOS,NAKATA,VOLKSWAGEN,S10,AMORTIGUADORES,LIVIANA,0,0
NAK AC-30911,AMORTIGUADOR TRAS (I/D) 4X2 MB SPRINTER 310/311/312/313,REPUESTOS,NAKATA,VOLKSWAGEN,VARIOS,AMORTIGUADORES,LIVIANA,0,0
NAK NKBA-01766,BOMBA DE AGUA FIAT PALIO/STRADA/UNO 00/15,REPUESTOS,NAKATA,FIAT,VARIOS,BOMBA,LIVIANA,0,0
NAK NKBO-0150,BOMBA DE ACEITE FIAT PALIO/WEEKEND/SIENA 1.4 04/15,REPUESTOS,NAKATA,FIAT,VARIOS,BOMBA,LIVIANA,0,0
NAK NKCB-092,CARBURADOR VW KOMBI 1.6,REPUESTOS,NAKATA,FIAT,VARIOS,MASA,LIVIANA,0,0
NAK NKCB-091,CARBURADOR VW FUSCA 1.3,REPUESTOS,NAKATA,FIAT,VARIOS,MASA,LIVIANA,0,0
DAY 10A1065C-U,CORREO  10 X 1065,REPUESTOS,DAYCO,Sin Color,VARIOS,MOTOR,PESADA,0,0
DAY 13A1090C-U,CORREA  13 X 1090,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 13A1435C-U,CORREA  13 X 1435,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 13A1055C-U,CORREA  13 X 1055,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 13A1085C-U,CORREA  13 X 1085,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 17A1105C-U,CORREA  17 X 1105,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 10A0860C-DU,CORREA  10 X 0860,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 13A1040C-DU,CORREA  13 X 1040,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 10A0970C-U,CORREA  10 X 0970,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 13A1825C-U,CORREA,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
DAY 13A1145C-U,CORREA,REPUESTOS,DAYCO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 708 D,REVESTIMIENTO DE COLUMNA INTERNA 1113/1518 D,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 708 E,REVESTIMIENTO DE COLUMNA INTERNO 1113/1518 IZQ,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 358 E,VISAGRA INTERIOR MB 1113 M/V ID IZQ,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 792,BARRA FRONTAL INFERIOR DE CABINA 1113/1518,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 478,SOPORTE AYUDA INTERNA 1113/1518,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 531 D,GUARDABARRO INTERMEDIO DELANTERO 1113/1518 D,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 531 E,GUARDABARRO INTERMEDIO DELANTERO 1113/1518 IZQ,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 358 D,VISAGRA INTERIOR MB 1113 M/V D,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 1034 D,ESTRIBERA COMPLETA DELANTERO 1618 D,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 1034 E,ESTRIBERA COMPLETA DELANTERA 1518 IZQ,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 1665 D,GUARDABARRO FRONTAL 709/710/912/914 DERECHO,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 1665 E,GUARDABARRO FRONTAL 709/710/712/912/914 IZQ,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
FEB 31431,FILTRO COMBUSTIBLE SC SERIE 5,REPUESTOS,FEBI,SCANIA,SERIE 5,COMBUSTIBLE,PESADA,0,0
REI R-1055,SOPORTE CARDAN 40mm FORD/VW/GM/IVECO,REPUESTOS,SUPORTE REI,FORD,GMC 6-100,CARDAN,PESADA,0,0
FAL 194373,TUERCA BRIDA PI�ON SC111/2 42mm.,REPUESTOS,FALSI & FALSI,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MAH A48930 STD,ARO MOTOR MB STD OM447,REPUESTOS,MAHLE,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAH C48930,CAMISA MOTOR MB STD OM447,REPUESTOS,MAHLE,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
"MAH M480852 0,50",CASQUILLO BANCADA MB 0.50 OM904,REPUESTOS,MAHLE,MERCEDES BENZ,OM 904,MOTOR,PESADA,0,0
MAH S76570 STD,PISTON MOTOR C/ARO SC STD SC113 2da genECOL STD,REPUESTOS,MAHLE,SCANIA,113,MOTOR,PESADA,0,0
MAH M48544 STD,CASQUILLO BANCADA STD OM457 LA,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM 457,MOTOR,PESADA,0,0
LON 32221 D,TERMINAL DE DIRECCION 32MM P/ MB ELECTRONICO DERECHO,REPUESTOS,VARGA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
FCS-SCFO-045,ESPEJO RETROVISOR COMPLETO SC124 CHICO (I),REPUESTOS,FCS,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1308495D,BOMBA DIR.HIDR.SC113 DIESEL TECHNIC,REPUESTOS,DIESEL TECHNIC,Sin Color,VARIOS,DIRECCION,PESADA,0,0
FLA 97.2057,BOMBA ALIMENTADORA SC124,REPUESTOS,FLAG,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SUP 88.25.720,CATRACA CARRETA 28D ESTRIA FINA NEGRA 6020,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
SUP 88.25.725,CATRACA CARRETA 10D NEGRA 6015,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,CARRETA,PESADA,0,0
VALE 32003,FOCO H-1 12V 55W S/Cable,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32005,FOCO H-3 REFLECTOR 12V 55W C/Cable,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32007,FOCO H-4 12V 60/55W B/ESTRELLA P-43,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32107,FOCO 12V 21/5W 2 FIL.P/TRAV. Grande,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32109,FOCO 12V 5W  1 FIL.P/IGUAL. Chico,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32201,FOCO 12V 21W 1 FIL.P/IGUAL. Grande,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32513,FOCO H-4 12V 60/55W B/ESTRELLA P-43 AZUL,REPUESTOS,VALEO,Sin Color,VARIOS,ELE,Sin linea,0,0
VALE 32009,FOCO H-7 12V 55W,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VALE 32211,FOCO TABLERO PIOJO 12V 5W SIN BASE,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VALE 32213,FOCO TABLERO PIOJO 12V 5W SIN BASE AMARI,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VALE 32217,FOCO DE CHAPA Y TECHO TUBO 5W,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VALE 32223,FOCO TABLERO C/B 12V 4W CHICO,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VALE 32203,FOCO 12V 21W 1 FIL.P/IGUAL. Grande AMARI,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
VALE 32521,FOCO H-7 12V 55W AZUL,REPUESTOS,VALEO,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
ROTA 2094171F,TERMINAL DIR.DOBLE SC K112/3 (I),REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2136896A,"KIT REP. BARRA SUSPENSION SC BUS SERIE 3,4",REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2057433A,"KIT REP. BARRA CENTRAL SC BUS SERIE 3,4",REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2057453A,"KIT REP. BARRA SUSPENSION SC SERIE 3,4,5",REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2094166F,TERMINAL DIR.DOBLE SC K112/3 (D),REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2087462A,"KIT REP. BARRA SUSPENSION C/ ROTULA SC SERIE 3,4,5",REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2097604F,"TERMINAL DIRECCION CURVA (I) SC SERIE 4,5",REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2138111A,BASE RESORTE TRAS.. VOLVO NL10/2,REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
ROTA 2097392F,"BARRA DIRECCION 1062 MM SC SERIE 4,5",REPUESTOS,ROTA,SCANIA,124,DIRECCION,PESADA,0,0
RN 4016,FARO SE�ALERO DEL 709 (I),REPUESTOS,EAGLE ONE,MERCEDES BENZ,709,Sin Grupo,PESADA,0,0
TINK M2080,RULEMAN P/EJE PRINCIPAL CAJA EATON,REPUESTOS,EAGLE ONE,MERCEDES BENZ,EATON/VME,Sin Grupo,PESADA,0,0
TRA 44853/124,LLAVE TUBO 24mm,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,FERRETERIA,PESADA,0,0
TRA 44000/128,"PINZA ELECTRICISTA 8"" PRO",REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 42808/103,JGO.LLAVE PIPA P/MOTO 3 PZAS,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44610/166,LLAVE FIJA PRO 17X19MM.,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 42620/022,SIERRA COPA BI-METALICA 22MM 7/8 PRO,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44630/105,LLAVE ESTRIADO PRO 14X15 MM,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44632/024,LLAVE ESTRIADO DE GOLPE PRO 24MM,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44735/114,LLAVE PIPA ABIERTA TRAFIX 14 MM,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 42830/121,LLAVE P/RUEDA L21MM,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44041/002,LLAVE P/FILTRO ACEITE PRO,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44044/102,PINZA P/ANILLO DE PISTON 70-110MM PRO,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44049/109,"PINZA PELACABLE 9"" PRO",REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44140/000,MAGNETIZADO DE DESTORNILLADOR.,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 40485/000,AGUANTADOR CU�A PRO 1060G,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44880/109,DADO HEX. IMPACTO PRO 9MM.,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44893/121,"DADO HEX. IMPACTO LAEGO PRO 3/4""",REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TRA 44997/033,JUEGO HERRAMIENTAS 6 PZAS.,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SC 1393425,VENTILADOR PLASTICO COMPLETO SC124 CHICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,OTROS,0,0
SUS 415C,CIGUE�AL OM 924,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
FOC 4652,FARO.SELLADO RECT.CHICO 12V,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FARO,PESADA,0,0
ENG 194429,DISCO REDUCTORA COMUN INTERNO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,OTROS,PESADA,0,0
SC 1456917,TAPA VISAGRA PUERTA SC LADO IZQUIERDO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,TAPA,Sin linea,0,0
SC 1456918,TAPA VISAGRA PUERTA SC LADO DERECHO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,TAPA,Sin linea,0,0
SC 348593,CASQUILLO BANCADA STD P93,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
MAH 48041,BUJE LEVA MB 355 0.75,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
PEA P222 STD S/P,PISTON COMPR.STD SC SUECO 75mm BENDIX S/PERNO Y SEGURO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
ZF 0501398461,ASIENTO RODILLO 5�ZF 1290.395.191,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
ZF 0735.320.501,RODILLO MARCHA ATRAS GRANDE,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
ENG 09503,REPARO VALVULA DISTRIB.DE AIRE CARRETA ENGATCAR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
JUN 48816,JUNTA CARTER 1113,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SIN 1024,FARO SE�ALERO VOLVO FH12,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1422991.1,FARO PARAGOLPE CON SOQUETE SC124 (ID),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
ENG 17584,REPARO VALVULA DISTRIB.DE AIRE CARRETA M/N COMPLETO-ENGATCAR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1440370,INTERRUPTOR ALZA SUSPENSION ASIENTO SERIE 4,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1515194,CHAPA PROTECTORA ESTRIBERA SC 124 L/D,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1395871,SOPORTE PARAGOLPE (CHAPA) SC P94,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
EUR 74.53.0432,ENCASTRE P/CAJA GRS-900 SERIE 4,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
ZF 376.077.0112,ENGRENAJE BOMBA INYECTORA 366,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
AMA 1330,SOPORTE PARAGOLPE DELANT.709/912,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
NTI 360717,SERVO EMBR.SC112,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1381564,SOPORTE DEFLECTOR SERIE 4 CABINA ALTA (D),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 244437X,KIT RULEMAN HORQUILLA CAJA SC111/2,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1457895,SOPORTE GUARDABARRO DELANTERO SERIE 4 L/I,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
FREI 210112004,CATRACA DE FRENO 708/912/914 28 ESTRIAS,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,708,FRENOS,PESADA,0,0
EAT 3344328,ANILLO SINCRONIZADOR 3� EATON,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,EATON/VME,MOTOR,PESADA,0,0
TINK 29920,RULEMAN EJE DE MANDO EXTERNO CAJA EATON,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,EATON/VME,Sin Grupo,PESADA,0,0
VMG BA453,BOMBA DE AGUA MB OM 904,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM 904,MOTOR,PESADA,0,0
SUP CA32X,"FIBRA FR.CA32 SUPERBREAK CA32 X C.CONICA 8""",REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,TODOS,FRENOS,PESADA,0,0
SC-23241,VALVULA REGULADORA TRUCKI C/RELOJ,REPUESTOS,COMPRA LOCAL,TRUCKI,TRUCKI,VALV,AGRICOLA,0,0
KOR 1927829,BOMBA DE EMBR.AUX.SC SERIE R KORGBERG BUSS,REPUESTOS,COMPRA LOCAL,SCANIA,111,CYE,PESADA,0,0
SC 30490,PERNO CAMPANA CAPOT SC 112/142,REPUESTOS,COMPRA LOCAL,SCANIA,112,CABINA,PESADA,0,0
SC 1489118,VARILLA MEDIDOR ACEITE MOTOR SC S-4 K94 114,REPUESTOS,COMPRA LOCAL,SCANIA,115,Sin Grupo,PESADA,0,0
SC 1424766,TAPA COMPRESOR SUPERIOR 88mm - NO COMPLETO,REPUESTOS,COMPRA LOCAL,SCANIA,124,ACCESORIOS,PESADA,0,0
FRE BD1940,DISCO FRENO DEL/TRAS.SC124 FREMAX,REPUESTOS,COMPRA LOCAL,SCANIA,124,FRENOS,PESADA,0,0
SC 8820016,CILINDRO COMB. TRISTOP.16X24,REPUESTOS,COMPRA LOCAL,SCANIA,124,FRENOS,PESADA,0,0
SC-1548,UNION TEE 8mm DE METAL,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,ACCESORIOS,PESADA,0,0
TOP TRT150823,RELAY TEMPORI L/PARAB ELECTR.24V 6P,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOP TRA108750,RELAY  AYB 24V 50A SOPORTE METAL,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOP TRP103102,RELAY DESTELLADOR 12V 3 PATITAS,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOP TRA724170,RELAY AUXILIAR 24V 70A C/SOPORTE,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOP TRT886324,RELAY AYB 8P 24V SC SERIE 4,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOP TRA216211,RELAY AUXILIAR 24V 5P  C/SOPORTE,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
TOP TRT150834,RELAY TEMPORIZADOR 6P 24V SC SERIE 4,REPUESTOS,TOP RELAY,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
